air__airline_Indigo,air__airline_Jet Airways,air__airline_Multiple Carriers,air__airline_Other,doj__date_of_journey_month,doj__date_of_journey_day_of_month,loc__source_Bangalore,loc__source_Delhi,loc__source_Other,loc__destination_Cochin,loc__destination_Delhi,loc__destination_Other,loc__source_is_north,loc__destination_is_north,time__dep_time_hour,time__dep_time_minute,time__arrival_time_hour,time__arrival_time_minute,dur__duration_range_Long,dur__duration_range_Medium,dur__duration_range_Short,dur__duration_25th,dur__duration,stops__total_stops,stops__is_direct_flight,info__additional_info_Other,price
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.8695652173913043,0.09090909090909091,0.9130434782608695,0.7272727272727273,0.0,0.0,1.0,-0.23768384256682243,-1.0700494672021394,0,0,0.0,2227
0.0,0.0,0.0,1.0,0.6666666666666665,0.7692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.43478260869565216,0.6363636363636364,0.8260869565217391,0.6363636363636364,0.0,1.0,0.0,-0.23768384256682243,-0.173833084007568,1,1,0.0,6195
0.0,0.0,0.0,0.0,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.43478260869565216,0.0,0.6956521739130435,0.2727272727272727,0.0,1.0,0.0,-0.23768384256682243,-0.5061380350797124,1,1,0.0,10203
0.0,0.0,0.0,1.0,0.6666666666666665,0.8846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.30434782608695654,0.18181818181818182,0.7826086956521738,0.9090909090909091,0.0,1.0,0.0,-0.23768384256682243,0.1484020200623903,1,1,0.0,9555
0.0,1.0,0.0,0.0,0.6666666666666665,0.6538461538461539,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.5652173913043478,0.45454545454545453,0.5217391304347826,0.6363636363636364,1.0,0.0,0.0,-0.23768384256682243,1.5380409063640854,2,0,0.0,15129
0.0,1.0,0.0,0.0,1.0,0.42307692307692313,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.8695652173913043,1.0,0.5217391304347826,0.6363636363636364,1.0,0.0,0.0,-0.23768384256682243,0.6317546761673277,1,1,0.0,10262
1.0,0.0,0.0,0.0,0.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.43478260869565216,0.18181818181818182,0.5217391304347826,1.0,0.0,0.0,1.0,-0.23768384090130554,-0.9290716091715328,0,0,0.0,4462
0.0,1.0,0.0,0.0,1.0,0.07692307692307693,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.7391304347826086,0.8181818181818181,0.8695652173913043,0.8181818181818181,0.0,0.0,1.0,-0.23768384256682243,-0.8988620681649742,0,0,0.0,8016
0.0,1.0,0.0,0.0,1.0,0.42307692307692313,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7826086956521738,1.0,0.8695652173913043,0.8181818181818181,1.0,0.0,0.0,-0.23768384256682243,1.8602760104340437,1,1,0.0,8529
0.0,1.0,0.0,0.0,0.6666666666666665,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.3913043478260869,0.7272727272727273,0.5217391304347826,0.6363636363636364,1.0,0.0,0.0,-0.23768384256682243,1.9911840214624643,2,0,0.0,15129
1.0,0.0,0.0,0.0,0.0,0.5384615384615385,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.21739130434782608,0.45454545454545453,0.43478260869565216,0.18181818181818182,0.0,0.0,1.0,-0.23768384256682243,-0.687395281119064,1,1,0.0,8021
1.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.4782608695652174,0.45454545454545453,0.9130434782608695,0.0,0.0,1.0,0.0,-0.23768384256682243,-0.10334415499226461,1,1,0.0,6416
0.0,0.0,0.0,0.0,0.0,0.5384615384615385,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.6521739130434783,0.0,0.6956521739130435,0.45454545454545453,0.0,0.0,1.0,-0.23768384256682243,-1.090189161206512,0,0,0.0,2050
0.0,0.0,0.0,1.0,0.6666666666666665,0.5384615384615385,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.4782608695652174,0.7272727272727273,0.6086956521739131,0.5454545454545454,0.0,0.0,1.0,4.207269579957499,-0.9190017621693466,0,0,0.0,3398
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.21739130434782608,1.0,0.8260869565217391,0.2727272727272727,1.0,0.0,0.0,-0.23768384256682243,0.3497989601061142,2,0,0.0,11386
0.0,0.0,1.0,0.0,1.0,0.8846153846153847,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.17391304347826086,1.0,0.8260869565217391,0.2727272727272727,1.0,0.0,0.0,-0.23768384256682243,0.4706371241323486,1,1,0.0,7155
0.0,1.0,0.0,0.0,0.6666666666666665,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3913043478260869,0.6363636363636364,0.8260869565217391,0.18181818181818182,0.0,1.0,0.0,-0.23768384256682243,-0.10334415499226461,1,1,0.0,12384
0.0,1.0,0.0,0.0,0.0,0.8846153846153847,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.30434782608695654,0.18181818181818182,0.34782608695652173,0.6363636363636364,0.0,0.0,1.0,-0.23768384256682243,-1.090189161206512,0,0,0.0,5678
0.0,0.0,0.0,1.0,0.33333333333333326,0.6538461538461539,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.9130434782608695,0.0,1.0,0.9090909090909091,0.0,0.0,1.0,4.207269579957499,-0.9190017621693466,0,0,0.0,5613
0.0,1.0,0.0,0.0,1.0,0.5384615384615385,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.9565217391304348,0.9090909090909091,0.5217391304347826,0.6363636363636364,1.0,0.0,0.0,-0.23768384256682243,0.40014819511704525,1,1,0.0,10262
0.0,0.0,0.0,0.0,1.0,0.42307692307692313,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3913043478260869,0.45454545454545453,0.5652173913043478,0.8181818181818181,1.0,0.0,0.0,-0.23768384256682243,2.1623714204996296,2,0,0.0,11542
0.0,1.0,0.0,0.0,0.0,0.3076923076923077,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.21739130434782608,0.8181818181818181,0.43478260869565216,0.45454545454545453,0.0,0.0,1.0,-0.23768384256682243,-0.6974651281212503,1,1,0.0,11087
0.0,1.0,0.0,0.0,0.33333333333333326,0.7692307692307693,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.2608695652173913,0.0,0.34782608695652173,0.8181818181818181,0.0,0.0,1.0,-0.23768384090130554,-0.9290716091715328,0,0,0.0,7229
0.0,0.0,0.0,1.0,1.0,0.07692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.6086956521739131,0.45454545454545453,0.8260869565217391,0.6363636363636364,0.0,1.0,0.0,-0.23768384256682243,-0.6370460461081331,1,1,0.0,9069
0.0,1.0,0.0,0.0,0.0,0.42307692307692313,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.7826086956521738,1.0,0.3913043478260869,0.5454545454545454,1.0,0.0,0.0,-0.23768384256682243,0.5008466651389072,1,1,0.0,13817
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.5652173913043478,0.0,0.17391304347826086,0.45454545454545453,1.0,0.0,0.0,-0.23768384256682243,0.6015451351607691,1,1,0.0,10262
1.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.30434782608695654,0.36363636363636365,0.5217391304347826,0.5454545454545454,0.0,1.0,0.0,-0.23768384256682243,-0.6370460461081331,1,1,0.0,12214
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.7826086956521738,0.2727272727272727,0.17391304347826086,0.45454545454545453,0.0,1.0,0.0,-0.23768384256682243,-0.032855225976961236,1,1,0.0,6540
0.0,0.0,0.0,1.0,0.6666666666666665,0.42307692307692313,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.3913043478260869,0.8181818181818181,0.5217391304347826,0.6363636363636364,0.0,0.0,1.0,4.207269579957499,-0.9190017621693466,0,0,0.0,4668
0.0,1.0,0.0,0.0,0.6666666666666665,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6086956521739131,0.09090909090909091,0.43478260869565216,0.09090909090909091,1.0,0.0,0.0,-0.23768384256682243,1.15538672028101,1,1,0.0,14388
1.0,0.0,0.0,0.0,0.6666666666666665,0.8846153846153847,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.6086956521739131,0.8181818181818181,0.7391304347826086,0.09090909090909091,0.0,0.0,1.0,-0.23768384256682243,-0.9794208441824638,0,0,0.0,3858
0.0,1.0,0.0,0.0,1.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7826086956521738,1.0,0.8260869565217391,0.9090909090909091,1.0,0.0,0.0,-0.23768384256682243,1.7495076934099956,1,1,0.0,14571
0.0,1.0,0.0,0.0,0.0,0.3076923076923077,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.34782608695652173,0.36363636363636365,0.17391304347826086,0.45454545454545453,1.0,0.0,0.0,-0.23768384256682243,1.1654565672831962,2,0,0.0,18909
0.0,0.0,1.0,0.0,1.0,0.3076923076923077,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.8260869565217391,0.0,0.043478260869565216,0.5454545454545454,0.0,1.0,0.0,-0.23768384256682243,-0.4759284940731539,1,1,0.0,7530
1.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.4782608695652174,0.6363636363636364,0.6086956521739131,0.0,0.0,0.0,1.0,-0.23768384256682243,-0.9693509971802775,0,0,0.0,3858
0.0,0.0,1.0,0.0,1.0,0.42307692307692313,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.3913043478260869,0.0,0.8260869565217391,0.2727272727272727,0.0,1.0,0.0,-0.23768384256682243,-0.02278537897477504,1,1,0.0,14848
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.34782608695652173,0.9090909090909091,1.0,0.45454545454545453,1.0,0.0,0.0,-0.23768384256682243,0.5008466651389072,2,0,1.0,26743
0.0,0.0,1.0,0.0,1.0,0.07692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.43478260869565216,0.0,0.8260869565217391,0.0,0.0,1.0,0.0,-0.23768384256682243,-0.173833084007568,1,1,0.0,14502
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.5652173913043478,0.09090909090909091,0.9565217391304348,0.36363636363636365,0.0,1.0,0.0,-0.23768384256682243,-0.1436235430010094,1,1,0.0,6076
0.0,0.0,0.0,1.0,0.33333333333333326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7391304347826086,0.18181818181818182,0.8260869565217391,0.7272727272727273,0.0,0.0,1.0,-0.23768384256682243,-0.9592811501780913,0,0,1.0,3841
0.0,0.0,1.0,0.0,0.6666666666666665,0.7692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.6521739130434783,0.09090909090909091,0.043478260869565216,0.5454545454545454,0.0,1.0,0.0,-0.23768384256682243,-0.0026456849704026473,2,0,0.0,16655
0.0,0.0,0.0,1.0,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6521739130434783,0.18181818181818182,1.0,0.5454545454545454,0.0,1.0,0.0,-0.23768384256682243,-0.2543918600250576,2,0,0.0,5192
0.0,0.0,1.0,0.0,1.0,0.5384615384615385,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.30434782608695654,0.18181818181818182,0.9565217391304348,0.5454545454545454,1.0,0.0,0.0,-0.23768384256682243,0.591475288158583,1,1,0.0,6093
0.0,1.0,0.0,0.0,0.6666666666666665,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.34782608695652173,0.45454545454545453,0.7826086956521738,0.2727272727272727,0.0,1.0,0.0,-0.23768384256682243,-0.07313461398570603,1,1,0.0,10844
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.4782608695652174,0.7272727272727273,0.7826086956521738,0.9090909090909091,0.0,1.0,0.0,-0.23768384256682243,-0.39536971805566434,1,1,0.0,11421
0.0,1.0,0.0,0.0,1.0,0.3076923076923077,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.9565217391304348,0.9090909090909091,0.17391304347826086,0.45454545454545453,0.0,1.0,0.0,-0.23768384256682243,-0.5866968110972021,1,1,0.0,10262
0.0,1.0,0.0,0.0,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6086956521739131,0.09090909090909091,0.8260869565217391,0.9090909090909091,0.0,1.0,0.0,-0.23768384256682243,-0.5665571170928296,1,1,0.0,14781
0.0,1.0,0.0,0.0,0.6666666666666665,0.3076923076923077,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.5652173913043478,0.0,0.8260869565217391,0.0,0.0,1.0,0.0,-0.23768384256682243,-0.536347576086271,1,1,0.0,15554
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.30434782608695654,1.0,0.9565217391304348,0.45454545454545453,1.0,0.0,0.0,-0.23768384256682243,0.49077681813672097,1,1,0.0,8759
0.0,0.0,0.0,1.0,0.6666666666666665,0.42307692307692313,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0.9130434782608695,0.0,1.0,0.9090909090909091,0.0,0.0,1.0,4.207269579957499,-0.9190017621693466,0,0,0.0,4668
0.0,1.0,0.0,0.0,0.6666666666666665,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.6521739130434783,0.0,0.8260869565217391,0.0,1.0,0.0,0.0,-0.23768384256682243,2.1220920324908845,1,1,0.0,12898
0.0,1.0,0.0,0.0,0.6666666666666665,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.8695652173913043,0.45454545454545453,0.43478260869565216,1.0,1.0,0.0,0.0,-0.23768384256682243,0.49077681813672097,1,1,0.0,14151
